blood_oxygen,heart_rate,id,temperature,timestamp
93,62,7503,34.816,"Sat, 28 Sep 2024 16:24:58 GMT"
93,76,7502,36.6955,"Sat, 28 Sep 2024 16:24:57 GMT"
97,61,7501,37.5811,"Sat, 28 Sep 2024 16:24:56 GMT"
100,96,7500,32.4016,"Sat, 28 Sep 2024 16:24:55 GMT"
95,92,7499,37.3736,"Sat, 28 Sep 2024 16:24:54 GMT"
100,77,7498,39.9328,"Sat, 28 Sep 2024 16:24:53 GMT"
97,84,7497,30.7064,"Sat, 28 Sep 2024 16:24:52 GMT"
96,78,7496,38.5318,"Sat, 28 Sep 2024 16:24:51 GMT"
100,68,7495,32.6518,"Sat, 28 Sep 2024 16:24:50 GMT"
97,94,7494,34.2853,"Sat, 28 Sep 2024 16:24:49 GMT"
98,86,7493,30.8059,"Sat, 28 Sep 2024 16:24:48 GMT"
91,77,7492,37.4775,"Sat, 28 Sep 2024 16:24:47 GMT"
91,92,7491,36.3673,"Sat, 28 Sep 2024 16:24:45 GMT"
95,89,7490,32.4121,"Sat, 28 Sep 2024 16:24:44 GMT"
100,66,7489,31.6206,"Sat, 28 Sep 2024 16:24:43 GMT"
91,90,7488,37.9982,"Sat, 28 Sep 2024 16:24:42 GMT"
99,90,7487,33.6415,"Sat, 28 Sep 2024 16:24:41 GMT"
99,62,7486,37.3622,"Sat, 28 Sep 2024 16:24:40 GMT"
95,96,7485,38.4473,"Sat, 28 Sep 2024 16:24:39 GMT"
95,66,7484,38.2805,"Sat, 28 Sep 2024 16:24:38 GMT"
90,77,7483,35.2143,"Sat, 28 Sep 2024 16:24:37 GMT"
100,74,7482,30.9315,"Sat, 28 Sep 2024 16:24:36 GMT"
92,84,7481,30.5077,"Sat, 28 Sep 2024 16:24:35 GMT"
98,75,7480,35.677,"Sat, 28 Sep 2024 16:24:34 GMT"
97,71,7479,31.0658,"Sat, 28 Sep 2024 16:24:33 GMT"
92,65,7478,33.0148,"Sat, 28 Sep 2024 16:24:32 GMT"
99,97,7477,31.5116,"Sat, 28 Sep 2024 16:24:31 GMT"
93,99,7476,35.4818,"Sat, 28 Sep 2024 16:24:30 GMT"
90,65,7475,37.3449,"Sat, 28 Sep 2024 16:24:29 GMT"
94,67,7474,38.3441,"Sat, 28 Sep 2024 16:24:28 GMT"
95,73,7473,36.5225,"Sat, 28 Sep 2024 16:24:27 GMT"
93,72,7472,35.9954,"Sat, 28 Sep 2024 16:24:26 GMT"
98,63,7471,36.6215,"Sat, 28 Sep 2024 16:24:25 GMT"
98,95,7470,34.1983,"Sat, 28 Sep 2024 16:24:24 GMT"
90,88,7469,33.8671,"Sat, 28 Sep 2024 16:24:23 GMT"
94,72,7468,32.6198,"Sat, 28 Sep 2024 16:24:22 GMT"
93,71,7467,36.7662,"Sat, 28 Sep 2024 16:24:21 GMT"
94,88,7466,36.8406,"Sat, 28 Sep 2024 16:24:20 GMT"
93,87,7465,31.6188,"Sat, 28 Sep 2024 16:24:19 GMT"
95,70,7464,34.9954,"Sat, 28 Sep 2024 16:24:18 GMT"
95,83,7463,39.2138,"Sat, 28 Sep 2024 16:24:17 GMT"
97,98,7462,34.1979,"Sat, 28 Sep 2024 16:24:16 GMT"
95,92,7461,32.8562,"Sat, 28 Sep 2024 16:24:15 GMT"
90,83,7460,34.696,"Sat, 28 Sep 2024 16:24:14 GMT"
98,64,7459,32.0648,"Sat, 28 Sep 2024 16:24:13 GMT"
96,95,7458,34.4807,"Sat, 28 Sep 2024 16:24:12 GMT"
94,71,7457,34.2334,"Sat, 28 Sep 2024 16:24:11 GMT"
97,82,7456,35.4412,"Sat, 28 Sep 2024 16:24:10 GMT"
100,61,7455,38.52,"Sat, 28 Sep 2024 16:24:09 GMT"
97,76,7454,31.4374,"Sat, 28 Sep 2024 16:24:08 GMT"
93,93,7453,36.4171,"Sat, 28 Sep 2024 16:24:07 GMT"
98,68,7452,36.3289,"Sat, 28 Sep 2024 16:24:06 GMT"
97,82,7451,36.6618,"Sat, 28 Sep 2024 16:24:05 GMT"
95,67,7450,31.5902,"Sat, 28 Sep 2024 16:24:04 GMT"
90,85,7449,36.3703,"Sat, 28 Sep 2024 16:24:03 GMT"
100,68,7448,34.5226,"Sat, 28 Sep 2024 16:24:02 GMT"
90,84,7447,31.1977,"Sat, 28 Sep 2024 16:24:01 GMT"
99,95,7446,32.9206,"Sat, 28 Sep 2024 16:24:00 GMT"
100,85,7445,37.5097,"Sat, 28 Sep 2024 16:23:59 GMT"
99,69,7444,31.4839,"Sat, 28 Sep 2024 16:23:58 GMT"
99,97,7443,34.2624,"Sat, 28 Sep 2024 16:23:57 GMT"
97,67,7442,36.2627,"Sat, 28 Sep 2024 16:23:56 GMT"
98,67,7441,34.4975,"Sat, 28 Sep 2024 16:23:55 GMT"
94,92,7440,36.4344,"Sat, 28 Sep 2024 16:23:54 GMT"
95,64,7439,39.992,"Sat, 28 Sep 2024 16:23:52 GMT"
90,100,7438,36.4249,"Sat, 28 Sep 2024 16:23:51 GMT"
99,77,7437,33.7953,"Sat, 28 Sep 2024 16:23:50 GMT"
98,76,7436,32.107,"Sat, 28 Sep 2024 16:23:49 GMT"
92,66,7435,30.2258,"Sat, 28 Sep 2024 16:23:48 GMT"
93,68,7434,39.7872,"Sat, 28 Sep 2024 16:23:47 GMT"
92,71,7433,33.4086,"Sat, 28 Sep 2024 16:23:46 GMT"
93,63,7432,32.4932,"Sat, 28 Sep 2024 16:23:45 GMT"
99,85,7431,31.7554,"Sat, 28 Sep 2024 16:23:44 GMT"
93,83,7430,34.0303,"Sat, 28 Sep 2024 16:23:43 GMT"
100,67,7429,31.9574,"Sat, 28 Sep 2024 16:23:42 GMT"
91,78,7428,35.9338,"Sat, 28 Sep 2024 16:23:41 GMT"
91,60,7427,35.1406,"Sat, 28 Sep 2024 16:23:40 GMT"
97,60,7426,37.7875,"Sat, 28 Sep 2024 16:23:39 GMT"
94,100,7425,35.9121,"Sat, 28 Sep 2024 16:23:38 GMT"
100,86,7424,34.3612,"Sat, 28 Sep 2024 16:23:37 GMT"
92,75,7423,30.9181,"Sat, 28 Sep 2024 16:23:36 GMT"
91,87,7422,34.0418,"Sat, 28 Sep 2024 16:23:35 GMT"
90,94,7421,39.0662,"Sat, 28 Sep 2024 16:23:34 GMT"
92,92,7420,39.2458,"Sat, 28 Sep 2024 16:23:33 GMT"
95,94,7419,31.8975,"Sat, 28 Sep 2024 16:23:32 GMT"
99,84,7418,38.3153,"Sat, 28 Sep 2024 16:23:31 GMT"
94,81,7417,31.7876,"Sat, 28 Sep 2024 16:23:30 GMT"
95,73,7416,36.4243,"Sat, 28 Sep 2024 16:23:29 GMT"
97,73,7415,35.4635,"Sat, 28 Sep 2024 16:23:28 GMT"
93,83,7414,32.8641,"Sat, 28 Sep 2024 16:23:27 GMT"
93,97,7413,30.3435,"Sat, 28 Sep 2024 16:23:26 GMT"
96,61,7412,37.7089,"Sat, 28 Sep 2024 16:23:25 GMT"
92,94,7411,37.8909,"Sat, 28 Sep 2024 16:23:24 GMT"
99,76,7410,36.6458,"Sat, 28 Sep 2024 16:23:23 GMT"
99,95,7409,31.8622,"Sat, 28 Sep 2024 16:23:22 GMT"
90,95,7408,31.9165,"Sat, 28 Sep 2024 16:23:21 GMT"
100,70,7407,34.6236,"Sat, 28 Sep 2024 16:23:20 GMT"
92,63,7406,39.7159,"Sat, 28 Sep 2024 16:23:19 GMT"
94,94,7405,34.0764,"Sat, 28 Sep 2024 16:23:18 GMT"
99,66,7404,34.3239,"Sat, 28 Sep 2024 16:23:17 GMT"
100,100,7403,32.381,"Sat, 28 Sep 2024 16:23:16 GMT"
100,61,7402,31.9639,"Sat, 28 Sep 2024 16:23:15 GMT"
94,94,7401,34.5999,"Sat, 28 Sep 2024 16:23:14 GMT"
95,98,7400,39.6909,"Sat, 28 Sep 2024 16:23:13 GMT"
96,84,7399,35.3255,"Sat, 28 Sep 2024 16:23:12 GMT"
95,90,7398,31.7208,"Sat, 28 Sep 2024 16:23:11 GMT"
98,76,7397,35.0462,"Sat, 28 Sep 2024 16:23:10 GMT"
97,95,7396,36.3402,"Sat, 28 Sep 2024 16:23:09 GMT"
97,86,7395,37.0932,"Sat, 28 Sep 2024 16:23:08 GMT"
93,67,7394,30.862,"Sat, 28 Sep 2024 16:23:07 GMT"
96,77,7393,32.2844,"Sat, 28 Sep 2024 16:23:06 GMT"
90,69,7392,32.5909,"Sat, 28 Sep 2024 16:23:05 GMT"
100,92,7391,38.8531,"Sat, 28 Sep 2024 16:23:04 GMT"
93,92,7390,30.7297,"Sat, 28 Sep 2024 16:23:03 GMT"
98,83,7389,39.4219,"Sat, 28 Sep 2024 16:23:02 GMT"
97,74,7388,37.7601,"Sat, 28 Sep 2024 16:23:01 GMT"
93,66,7387,39.0703,"Sat, 28 Sep 2024 16:23:00 GMT"
94,64,7386,34.0083,"Sat, 28 Sep 2024 16:22:59 GMT"
99,71,7385,31.0006,"Sat, 28 Sep 2024 16:22:58 GMT"
95,68,7384,30.0275,"Sat, 28 Sep 2024 16:22:57 GMT"
100,65,7383,30.1429,"Sat, 28 Sep 2024 16:22:55 GMT"
100,92,7382,30.0433,"Sat, 28 Sep 2024 16:22:54 GMT"
99,67,7381,32.807,"Sat, 28 Sep 2024 16:22:53 GMT"
90,67,7380,35.0789,"Sat, 28 Sep 2024 16:22:52 GMT"
93,81,7379,35.0216,"Sat, 28 Sep 2024 16:22:51 GMT"
98,84,7378,32.2859,"Sat, 28 Sep 2024 16:22:50 GMT"
100,85,7377,30.4037,"Sat, 28 Sep 2024 16:22:49 GMT"
90,71,7376,31.3817,"Sat, 28 Sep 2024 16:22:48 GMT"
97,91,7375,39.4542,"Sat, 28 Sep 2024 16:22:47 GMT"
97,100,7374,34.9667,"Sat, 28 Sep 2024 16:22:46 GMT"
99,99,7373,35.1124,"Sat, 28 Sep 2024 16:22:45 GMT"
92,71,7372,36.3887,"Sat, 28 Sep 2024 16:22:44 GMT"
92,80,7371,32.8652,"Sat, 28 Sep 2024 16:22:43 GMT"
98,66,7370,38.4894,"Sat, 28 Sep 2024 16:22:42 GMT"
92,73,7369,31.6625,"Sat, 28 Sep 2024 16:22:41 GMT"
95,76,7368,30.6657,"Sat, 28 Sep 2024 16:22:40 GMT"
90,68,7367,34.7898,"Sat, 28 Sep 2024 16:22:39 GMT"
98,87,7366,35.1905,"Sat, 28 Sep 2024 16:22:38 GMT"
94,80,7365,35.2829,"Sat, 28 Sep 2024 16:22:37 GMT"
100,61,7364,36.403,"Sat, 28 Sep 2024 16:22:36 GMT"
96,99,7363,37.8749,"Sat, 28 Sep 2024 16:22:35 GMT"
96,64,7362,35.7054,"Sat, 28 Sep 2024 16:22:34 GMT"
91,79,7361,31.3024,"Sat, 28 Sep 2024 16:22:33 GMT"
96,82,7360,32.9226,"Sat, 28 Sep 2024 16:22:32 GMT"
98,73,7359,36.2964,"Sat, 28 Sep 2024 16:22:31 GMT"
99,78,7358,30.2494,"Sat, 28 Sep 2024 16:22:30 GMT"
100,68,7357,37.6094,"Sat, 28 Sep 2024 16:22:29 GMT"
99,85,7356,35.7578,"Sat, 28 Sep 2024 16:22:28 GMT"
92,92,7355,30.5447,"Sat, 28 Sep 2024 16:22:27 GMT"
98,90,7354,30.6811,"Sat, 28 Sep 2024 16:22:26 GMT"
100,68,7353,38.741,"Sat, 28 Sep 2024 16:22:25 GMT"
99,71,7352,34.7211,"Sat, 28 Sep 2024 16:22:24 GMT"
94,93,7351,38.4282,"Sat, 28 Sep 2024 16:22:23 GMT"
99,77,7350,34.0639,"Sat, 28 Sep 2024 16:22:22 GMT"
93,95,7349,34.7265,"Sat, 28 Sep 2024 16:22:21 GMT"
93,65,7348,39.4741,"Sat, 28 Sep 2024 16:22:20 GMT"
97,72,7347,32.7448,"Sat, 28 Sep 2024 16:22:19 GMT"
92,66,7346,37.7863,"Sat, 28 Sep 2024 16:22:18 GMT"
95,79,7345,33.0318,"Sat, 28 Sep 2024 16:22:17 GMT"
99,66,7344,32.2777,"Sat, 28 Sep 2024 16:22:16 GMT"
90,77,7343,36.5572,"Sat, 28 Sep 2024 16:22:15 GMT"
92,76,7342,33.7057,"Sat, 28 Sep 2024 16:22:14 GMT"
97,82,7341,38.0325,"Sat, 28 Sep 2024 16:22:13 GMT"
98,89,7340,37.5409,"Sat, 28 Sep 2024 16:22:12 GMT"
94,68,7339,38.8348,"Sat, 28 Sep 2024 16:22:11 GMT"
92,94,7338,30.5207,"Sat, 28 Sep 2024 16:22:10 GMT"
96,69,7337,36.0119,"Sat, 28 Sep 2024 16:22:09 GMT"
99,99,7336,31.9126,"Sat, 28 Sep 2024 16:22:08 GMT"
100,62,7335,31.4534,"Sat, 28 Sep 2024 16:22:07 GMT"
97,69,7334,39.1125,"Sat, 28 Sep 2024 16:22:06 GMT"
94,71,7333,37.667,"Sat, 28 Sep 2024 16:22:04 GMT"
100,93,7332,30.2875,"Sat, 28 Sep 2024 16:22:03 GMT"
95,62,7331,34.1668,"Sat, 28 Sep 2024 16:22:02 GMT"
99,69,7330,31.9885,"Sat, 28 Sep 2024 16:22:01 GMT"
94,90,7329,36.4364,"Sat, 28 Sep 2024 16:22:00 GMT"
90,81,7328,39.0721,"Sat, 28 Sep 2024 16:21:59 GMT"
100,82,7327,39.8249,"Sat, 28 Sep 2024 16:21:58 GMT"
93,97,7326,32.5825,"Sat, 28 Sep 2024 16:21:57 GMT"
97,89,7325,36.1341,"Sat, 28 Sep 2024 16:21:56 GMT"
94,65,7324,33.6704,"Sat, 28 Sep 2024 16:21:55 GMT"
93,97,7323,38.7489,"Sat, 28 Sep 2024 16:21:54 GMT"
97,61,7322,39.609,"Sat, 28 Sep 2024 16:21:53 GMT"
99,74,7321,36.1256,"Sat, 28 Sep 2024 16:21:52 GMT"
91,60,7320,30.7924,"Sat, 28 Sep 2024 16:21:51 GMT"
97,83,7319,34.0507,"Sat, 28 Sep 2024 16:21:50 GMT"
90,68,7318,37.0539,"Sat, 28 Sep 2024 16:21:49 GMT"
99,93,7317,31.3094,"Sat, 28 Sep 2024 16:21:48 GMT"
90,79,7316,32.1684,"Sat, 28 Sep 2024 16:21:47 GMT"
100,65,7315,31.0743,"Sat, 28 Sep 2024 16:21:46 GMT"
90,74,7314,31.8148,"Sat, 28 Sep 2024 16:21:45 GMT"
99,95,7313,30.8833,"Sat, 28 Sep 2024 16:21:44 GMT"
96,74,7312,32.3695,"Sat, 28 Sep 2024 16:21:43 GMT"
97,64,7311,36.9947,"Sat, 28 Sep 2024 16:21:42 GMT"
97,91,7310,38.6239,"Sat, 28 Sep 2024 16:21:41 GMT"
95,99,7309,38.1537,"Sat, 28 Sep 2024 16:21:40 GMT"
99,61,7308,36.142,"Sat, 28 Sep 2024 16:21:39 GMT"
94,73,7307,33.2536,"Sat, 28 Sep 2024 16:21:38 GMT"
95,66,7306,34.0941,"Sat, 28 Sep 2024 16:21:37 GMT"
99,86,7305,32.1639,"Sat, 28 Sep 2024 16:21:36 GMT"
92,82,7304,31.7601,"Sat, 28 Sep 2024 16:21:35 GMT"
93,83,7303,37.3535,"Sat, 28 Sep 2024 16:21:34 GMT"
90,88,7302,36.146,"Sat, 28 Sep 2024 16:21:33 GMT"
99,75,7301,39.3161,"Sat, 28 Sep 2024 16:21:32 GMT"
90,95,7300,33.1488,"Sat, 28 Sep 2024 16:21:31 GMT"
99,88,7299,36.8289,"Sat, 28 Sep 2024 16:21:30 GMT"
92,83,7298,38.6602,"Sat, 28 Sep 2024 16:21:29 GMT"
99,92,7297,33.1605,"Sat, 28 Sep 2024 16:21:28 GMT"
97,68,7296,39.9278,"Sat, 28 Sep 2024 16:21:27 GMT"
99,84,7295,33.8131,"Sat, 28 Sep 2024 16:21:26 GMT"
94,65,7294,31.5183,"Sat, 28 Sep 2024 16:21:25 GMT"
92,66,7293,30.0693,"Sat, 28 Sep 2024 16:21:24 GMT"
91,87,7292,30.9278,"Sat, 28 Sep 2024 16:21:23 GMT"
93,75,7291,33.4865,"Sat, 28 Sep 2024 16:21:22 GMT"
100,80,7290,32.4094,"Sat, 28 Sep 2024 16:21:21 GMT"
94,66,7289,33.4342,"Sat, 28 Sep 2024 16:21:20 GMT"
92,71,7288,31.1101,"Sat, 28 Sep 2024 16:21:19 GMT"
90,74,7287,37.9785,"Sat, 28 Sep 2024 16:21:18 GMT"
97,96,7286,36.2155,"Sat, 28 Sep 2024 16:21:17 GMT"
96,74,7285,38.1042,"Sat, 28 Sep 2024 16:21:16 GMT"
91,76,7284,30.6841,"Sat, 28 Sep 2024 16:21:15 GMT"
93,89,7283,35.612,"Sat, 28 Sep 2024 16:21:14 GMT"
91,64,7282,35.4733,"Sat, 28 Sep 2024 16:21:13 GMT"
97,92,7281,37.9762,"Sat, 28 Sep 2024 16:21:11 GMT"
99,94,7280,37.9215,"Sat, 28 Sep 2024 16:21:10 GMT"
94,66,7279,32.2474,"Sat, 28 Sep 2024 16:21:09 GMT"
93,76,7278,30.4678,"Sat, 28 Sep 2024 16:21:08 GMT"
100,78,7277,35.9431,"Sat, 28 Sep 2024 16:21:07 GMT"
100,74,7276,38.6988,"Sat, 28 Sep 2024 16:21:06 GMT"
100,86,7275,37.4262,"Sat, 28 Sep 2024 16:21:05 GMT"
93,93,7274,39.8364,"Sat, 28 Sep 2024 16:21:04 GMT"
99,93,7273,33.5698,"Sat, 28 Sep 2024 16:21:03 GMT"
91,78,7272,39.9062,"Sat, 28 Sep 2024 16:21:02 GMT"
92,99,7271,30.5352,"Sat, 28 Sep 2024 16:21:01 GMT"
93,73,7270,36.7856,"Sat, 28 Sep 2024 16:21:00 GMT"
98,63,7269,37.506,"Sat, 28 Sep 2024 16:20:59 GMT"
96,88,7268,31.6279,"Sat, 28 Sep 2024 16:20:58 GMT"
99,74,7267,35.5592,"Sat, 28 Sep 2024 16:20:57 GMT"
94,83,7266,38.0381,"Sat, 28 Sep 2024 16:20:56 GMT"
96,70,7265,36.8852,"Sat, 28 Sep 2024 16:20:55 GMT"
92,72,7264,39.8368,"Sat, 28 Sep 2024 16:20:54 GMT"
98,75,7263,38.5791,"Sat, 28 Sep 2024 16:20:53 GMT"
92,72,7262,37.2994,"Sat, 28 Sep 2024 16:20:52 GMT"
90,83,7261,37.4625,"Sat, 28 Sep 2024 16:20:51 GMT"
92,62,7260,31.713,"Sat, 28 Sep 2024 16:20:50 GMT"
98,98,7259,31.6057,"Sat, 28 Sep 2024 16:20:49 GMT"
91,86,7258,34.1151,"Sat, 28 Sep 2024 16:20:48 GMT"
100,88,7257,34.6159,"Sat, 28 Sep 2024 16:20:47 GMT"
92,60,7256,36.2353,"Sat, 28 Sep 2024 16:20:46 GMT"
90,87,7255,32.6486,"Sat, 28 Sep 2024 16:20:45 GMT"
91,80,7254,35.9269,"Sat, 28 Sep 2024 16:20:44 GMT"
90,62,7253,38.8359,"Sat, 28 Sep 2024 16:20:43 GMT"
90,94,7252,34.2313,"Sat, 28 Sep 2024 16:20:42 GMT"
97,77,7251,30.9655,"Sat, 28 Sep 2024 16:20:41 GMT"
93,98,7250,38.8706,"Sat, 28 Sep 2024 16:20:40 GMT"
100,98,7249,30.8529,"Sat, 28 Sep 2024 16:20:39 GMT"
100,72,7248,32.8731,"Sat, 28 Sep 2024 16:20:38 GMT"
100,81,7247,32.525,"Sat, 28 Sep 2024 16:20:37 GMT"
90,71,7246,33.0502,"Sat, 28 Sep 2024 16:20:36 GMT"
90,87,7245,34.6413,"Sat, 28 Sep 2024 16:20:35 GMT"
99,97,7244,37.9041,"Sat, 28 Sep 2024 16:20:34 GMT"
97,80,7243,39.5314,"Sat, 28 Sep 2024 16:20:33 GMT"
96,77,7242,33.8333,"Sat, 28 Sep 2024 16:20:32 GMT"
96,78,7241,38.2499,"Sat, 28 Sep 2024 16:20:31 GMT"
96,99,7240,36.6144,"Sat, 28 Sep 2024 16:20:30 GMT"
95,64,7239,36.3839,"Sat, 28 Sep 2024 16:20:29 GMT"
92,79,7238,38.0519,"Sat, 28 Sep 2024 16:20:28 GMT"
95,78,7237,38.3396,"Sat, 28 Sep 2024 16:20:27 GMT"
90,92,7236,31.8941,"Sat, 28 Sep 2024 16:20:26 GMT"
97,78,7235,36.3126,"Sat, 28 Sep 2024 16:20:25 GMT"
92,98,7234,30.4691,"Sat, 28 Sep 2024 16:20:24 GMT"
90,97,7233,32.3075,"Sat, 28 Sep 2024 16:20:23 GMT"
93,69,7232,34.7757,"Sat, 28 Sep 2024 16:20:22 GMT"
93,83,7231,33.3163,"Sat, 28 Sep 2024 16:20:20 GMT"
99,70,7230,30.1123,"Sat, 28 Sep 2024 16:20:19 GMT"
93,73,7229,30.4247,"Sat, 28 Sep 2024 16:20:18 GMT"
95,81,7228,35.0269,"Sat, 28 Sep 2024 16:20:17 GMT"
99,90,7227,35.1612,"Sat, 28 Sep 2024 16:20:16 GMT"
94,86,7226,32.577,"Sat, 28 Sep 2024 16:20:15 GMT"
100,82,7225,37.004,"Sat, 28 Sep 2024 16:20:14 GMT"
94,99,7224,34.8786,"Sat, 28 Sep 2024 16:20:13 GMT"
96,61,7223,38.3185,"Sat, 28 Sep 2024 16:20:12 GMT"
99,96,7222,38.5316,"Sat, 28 Sep 2024 16:20:11 GMT"
96,99,7221,39.603,"Sat, 28 Sep 2024 16:20:10 GMT"
94,64,7220,31.3128,"Sat, 28 Sep 2024 16:20:09 GMT"
100,88,7219,34.7098,"Sat, 28 Sep 2024 16:20:08 GMT"
94,92,7218,38.4948,"Sat, 28 Sep 2024 16:20:07 GMT"
94,98,7217,37.4889,"Sat, 28 Sep 2024 16:20:06 GMT"
95,60,7216,32.1298,"Sat, 28 Sep 2024 16:20:05 GMT"
91,72,7215,39.4712,"Sat, 28 Sep 2024 16:20:04 GMT"
92,73,7214,33.4715,"Sat, 28 Sep 2024 16:20:03 GMT"
97,61,7213,37.0349,"Sat, 28 Sep 2024 16:20:02 GMT"
99,81,7212,37.7788,"Sat, 28 Sep 2024 16:20:01 GMT"
95,94,7211,38.3211,"Sat, 28 Sep 2024 16:20:00 GMT"
93,91,7210,31.0454,"Sat, 28 Sep 2024 16:19:59 GMT"
95,67,7209,33.6954,"Sat, 28 Sep 2024 16:19:58 GMT"
100,83,7208,33.1652,"Sat, 28 Sep 2024 16:19:57 GMT"
90,83,7207,33.638,"Sat, 28 Sep 2024 16:19:56 GMT"
95,93,7206,34.4668,"Sat, 28 Sep 2024 16:19:55 GMT"
92,67,7205,31.2782,"Sat, 28 Sep 2024 16:19:54 GMT"
96,84,7204,32.4585,"Sat, 28 Sep 2024 16:19:53 GMT"
90,62,7203,35.1538,"Sat, 28 Sep 2024 16:19:52 GMT"
98,74,7202,30.0557,"Sat, 28 Sep 2024 16:19:51 GMT"
99,60,7201,35.6713,"Sat, 28 Sep 2024 16:19:50 GMT"
93,65,7200,36.6477,"Sat, 28 Sep 2024 16:19:49 GMT"
95,94,7199,30.8335,"Sat, 28 Sep 2024 16:19:48 GMT"
92,60,7198,37.9512,"Sat, 28 Sep 2024 16:19:47 GMT"
96,66,7197,34.7769,"Sat, 28 Sep 2024 16:19:46 GMT"
93,98,7196,33.6954,"Sat, 28 Sep 2024 16:19:45 GMT"
93,96,7195,37.6498,"Sat, 28 Sep 2024 16:19:44 GMT"
94,63,7194,38.2341,"Sat, 28 Sep 2024 16:19:43 GMT"
91,70,7193,35.8305,"Sat, 28 Sep 2024 16:19:42 GMT"
95,83,7192,32.865,"Sat, 28 Sep 2024 16:19:41 GMT"
93,69,7191,31.3238,"Sat, 28 Sep 2024 16:19:40 GMT"
96,99,7190,34.3301,"Sat, 28 Sep 2024 16:19:39 GMT"
96,71,7189,32.4063,"Sat, 28 Sep 2024 16:19:38 GMT"
97,73,7188,38.2372,"Sat, 28 Sep 2024 16:19:37 GMT"
90,95,7187,37.5167,"Sat, 28 Sep 2024 16:19:36 GMT"
100,67,7186,36.4728,"Sat, 28 Sep 2024 16:19:35 GMT"
94,86,7185,32.0838,"Sat, 28 Sep 2024 16:19:34 GMT"
92,64,7184,36.1749,"Sat, 28 Sep 2024 16:19:33 GMT"
92,72,7183,38.927,"Sat, 28 Sep 2024 16:19:32 GMT"
90,72,7182,36.6958,"Sat, 28 Sep 2024 16:19:30 GMT"
95,95,7181,33.5149,"Sat, 28 Sep 2024 16:19:29 GMT"
96,92,7180,33.1419,"Sat, 28 Sep 2024 16:19:28 GMT"
92,63,7179,39.7744,"Sat, 28 Sep 2024 16:19:27 GMT"
94,68,7178,30.4609,"Sat, 28 Sep 2024 16:19:26 GMT"
92,99,7177,38.4198,"Sat, 28 Sep 2024 16:19:25 GMT"
97,87,7176,32.2824,"Sat, 28 Sep 2024 16:19:24 GMT"
92,79,7175,38.4054,"Sat, 28 Sep 2024 16:19:23 GMT"
99,65,7174,34.0591,"Sat, 28 Sep 2024 16:19:22 GMT"
97,67,7173,39.1799,"Sat, 28 Sep 2024 16:19:21 GMT"
96,80,7172,34.2399,"Sat, 28 Sep 2024 16:19:20 GMT"
92,64,7171,33.1795,"Sat, 28 Sep 2024 16:19:19 GMT"
90,100,7170,31.609,"Sat, 28 Sep 2024 16:19:18 GMT"
97,62,7169,36.1638,"Sat, 28 Sep 2024 16:19:17 GMT"
94,72,7168,34.395,"Sat, 28 Sep 2024 16:19:16 GMT"
94,77,7167,38.9349,"Sat, 28 Sep 2024 16:19:15 GMT"
95,73,7166,33.1836,"Sat, 28 Sep 2024 16:19:14 GMT"
90,62,7165,31.2598,"Sat, 28 Sep 2024 16:19:13 GMT"
93,85,7164,37.6804,"Sat, 28 Sep 2024 16:19:12 GMT"
100,83,7163,34.3848,"Sat, 28 Sep 2024 16:19:11 GMT"
98,66,7162,37.3992,"Sat, 28 Sep 2024 16:19:10 GMT"
90,77,7161,36.9538,"Sat, 28 Sep 2024 16:19:09 GMT"
99,94,7160,39.1297,"Sat, 28 Sep 2024 16:19:08 GMT"
92,68,7159,34.9365,"Sat, 28 Sep 2024 16:19:07 GMT"
95,80,7158,37.0722,"Sat, 28 Sep 2024 16:19:06 GMT"
94,87,7157,34.2256,"Sat, 28 Sep 2024 16:19:05 GMT"
96,95,7156,39.5654,"Sat, 28 Sep 2024 16:19:04 GMT"
99,67,7155,30.9862,"Sat, 28 Sep 2024 16:19:03 GMT"
92,78,7154,32.0431,"Sat, 28 Sep 2024 16:19:02 GMT"
97,73,7153,38.7578,"Sat, 28 Sep 2024 16:19:01 GMT"
96,84,7152,31.1809,"Sat, 28 Sep 2024 16:19:00 GMT"
99,97,7151,39.5852,"Sat, 28 Sep 2024 16:18:59 GMT"
99,78,7150,32.6463,"Sat, 28 Sep 2024 16:18:58 GMT"
95,74,7149,33.1717,"Sat, 28 Sep 2024 16:18:57 GMT"
94,66,7148,30.9954,"Sat, 28 Sep 2024 16:18:56 GMT"
98,72,7147,33.1033,"Sat, 28 Sep 2024 16:18:55 GMT"
100,63,7146,33.8171,"Sat, 28 Sep 2024 16:18:54 GMT"
92,100,7145,30.3265,"Sat, 28 Sep 2024 16:18:53 GMT"
100,66,7144,31.0255,"Sat, 28 Sep 2024 16:18:52 GMT"
93,68,7143,37.998,"Sat, 28 Sep 2024 16:18:51 GMT"
99,72,7142,33.1851,"Sat, 28 Sep 2024 16:18:50 GMT"
94,77,7141,30.3517,"Sat, 28 Sep 2024 16:18:49 GMT"
99,83,7140,35.9259,"Sat, 28 Sep 2024 16:18:47 GMT"
91,85,7139,35.7879,"Sat, 28 Sep 2024 16:18:46 GMT"
90,63,7138,37.6634,"Sat, 28 Sep 2024 16:18:45 GMT"
93,100,7137,33.5819,"Sat, 28 Sep 2024 16:18:44 GMT"
99,68,7136,36.9399,"Sat, 28 Sep 2024 16:18:43 GMT"
